Expected_Profit_Dollars,Expected_Profitability_Ratio,Expected_Loss_Dollars,Expense_Load_Dollars,Expected_Profit_Dollars_With_Bind,Submission ID,Broker Name,Channel,Broker Tier,Historical Bind Rate,Industry,Client Revenue ($M),Locations,State,Building Value ($),Contents Value ($),BI Value ($),Submission Complete,CAT Zone,Bind Propensity Score,Total Insured Value ($),Expected Value,Days to Quote,Prior Claims,Bind_Flag,_Derived_Premium,_Assumed_Loss_Ratio,Expected_Premium_Used,Assumed_Expense_Ratio,Assumed_Bind_Probability,,
37364.03,0.17,143345.51,45559.67,29891.23,SUB0351,CoreTrust,Portal,Gold,0.66,Education,77,4,NJ,15704231,3652998,2249951,Yes,No,0.8,21607180,17285744,7,No,1,,0.63,226269.22,0.2,0.8,1,0
21616.58,0.22,55115.06,23434.87,6268.81,SUB0352,Delta Insure,Wholesaler,Bronze,0.35,Restaurant Chain,15,10,FL,8070129,2950504,871351,No,Yes,0.29,11891984,3448675,6,No,0,,0.55,100166.52,0.23,0.29,1,0
35714.77,0.15,130972.36,64818.74,23214.6,SUB0353,Beta Cover,Email,Gold,0.65,Manufacturing,130,2,FL,17525009,4335410,3031063,Yes,Yes,0.65,24891482,16179463,3,No,1,,0.57,231505.87,0.28,0.65,1,0
15173,0.08,128127.06,55217.63,10924.56,SUB0354,Beta Cover,Email,Gold,0.65,Logistics,70,2,IL,14991170,2071557,580739,Yes,No,0.72,17643466,12703295,9,No,1,,0.65,198517.69,0.28,0.72,1.01,0
17708.72,0.15,69221.5,32031.79,9916.88,SUB0355,FastBind,Email,Silver,0.5,Office Space,39,3,CO,8218653,1684590,820739,No,No,0.56,10723982,6005429,10,Yes,0,,0.58,118962.01,0.27,0.56,1,0
491.45,0.01,31602.66,13601.32,226.07,SUB0356,Delta Insure,Wholesaler,Bronze,0.35,Restaurant Chain,13,10,FL,4749684,1672932,678033,No,Yes,0.46,7100649,3266298,6,Yes,0,,0.69,45695.43,0.3,0.46,1,0
31735.28,0.19,83968.25,47326.2,24753.52,SUB0357,Beta Cover,Email,Gold,0.65,Logistics,80,2,IL,16865714,1332605,1294035,Yes,No,0.78,19492354,15204036,10,Yes,1,,0.52,163029.73,0.29,0.78,1,0
39537.34,0.19,111425.28,51838.93,32420.62,SUB0358,Alpha Risk,Portal,Platinum,0.78,Warehousing,92,3,TX,28938612,5889128,2036027,Yes,No,0.82,36863767,30228288,10,No,1,,0.55,202801.55,0.26,0.82,1,0
66777.12,0.11,402319.28,119540.79,54089.47,SUB0359,Alpha Risk,Portal,Platinum,0.78,Manufacturing,161,5,OH,41767415,7070404,3051525,Yes,No,0.81,51889344,42030368,6,Yes,1,,0.68,588637.19,0.2,0.81,0.99,0
4526.93,0.13,20298.92,10171.68,1765.5,SUB0360,Delta Insure,API,Bronze,0.35,Hospitality,26,1,LA,4963681,1806220,421149,No,Yes,0.39,7191050,2804509,1,No,0,,0.58,34997.52,0.29,0.39,1,0
38501.37,0.19,121145.83,41799.15,16555.59,SUB0361,SecureEdge,Wholesaler,Silver,0.4,Retail,21,5,CA,14436183,3329353,1839588,No,No,0.43,19605124,8430203,4,Yes,0,,0.6,201446.35,0.21,0.43,1,0
9829.83,0.12,53428.94,17500.16,2948.95,SUB0362,Delta Insure,API,Bronze,0.35,Hospitality,41,1,LA,9936770,1428526,571825,No,Yes,0.3,11937121,3581136,10,No,0,,0.66,80758.93,0.22,0.3,1,0
16963.16,0.18,56325.34,18569.42,8481.58,SUB0363,FastBind,Email,Silver,0.5,Office Space,57,3,CO,11422677,1155017,1048233,No,No,0.5,13625927,6812963,6,Yes,0,,0.61,91857.91,0.2,0.5,0.99,0
62945.95,0.19,194407.86,66562.47,48468.38,SUB0364,Alpha Risk,Portal,Platinum,0.78,Warehousing,101,3,TX,21761796,5851824,2315716,Yes,No,0.77,29929336,23045588,6,No,1,,0.6,323916.28,0.21,0.77,1,0
24353.86,0.23,57814.45,23724.35,18752.48,SUB0365,CoreTrust,Portal,Gold,0.66,Education,77,4,NJ,15291382,3853870,1525774,Yes,No,0.77,20671026,15916690,5,No,1,,0.55,105892.67,0.22,0.77,1,0
29985.94,0.09,223284.68,71307.51,20690.3,SUB0366,CoreTrust,Portal,Gold,0.66,Education,80,4,NJ,21879286,4406294,1625254,Yes,No,0.69,27910834,19258475,1,No,1,,0.69,324578.12,0.22,0.69,1,0
28240.08,0.21,73994.11,29741.04,22309.66,SUB0367,CoreTrust,Portal,Gold,0.66,Education,102,4,NJ,21845374,2875332,1512396,Yes,No,0.79,26233102,20724150,8,No,1,,0.56,131975.22,0.23,0.79,1,0
654.6,0.05,9228.22,3967.54,176.74,SUB0368,Delta Insure,API,Bronze,0.35,Hospitality,13,1,LA,1062698,1720419,200000,No,Yes,0.27,2983117,805441,5,Yes,0,,0.67,13850.36,0.29,0.27,1.01,0
5653.18,0.05,77507.66,33044.66,2543.93,SUB0369,Delta Insure,Wholesaler,Bronze,0.35,Restaurant Chain,10,10,FL,10682113,2314295,755052,No,Yes,0.45,13751460,6188157,5,No,0,,0.67,116205.5,0.28,0.45,1,0
41810.15,0.07,387756.21,161353.58,33866.22,SUB0370,Alpha Risk,Portal,Platinum,0.78,Real Estate,257,8,NY,59336050,9121075,4718210,Yes,No,0.81,73175335,59272021,7,Yes,1,,0.66,590919.94,0.27,0.81,1,0
98654.3,0.21,251562.32,109925.78,83856.16,SUB0371,Alpha Risk,Portal,Platinum,0.78,Manufacturing,162,5,OH,36929031,6367007,3116986,Yes,No,0.85,46413024,39451070,4,No,1,,0.55,460142.4,0.24,0.85,1,0
27468.95,0.08,215361.24,97137.71,21700.47,SUB0372,Alpha Risk,Portal,Platinum,0.78,Real Estate,246,8,NY,63125737,10923955,5127090,Yes,No,0.79,79176782,62549657,6,Yes,1,,0.63,339967.9,0.29,0.79,1,0
3438.17,0.06,37622.15,16737.25,1031.45,SUB0373,Delta Insure,API,Bronze,0.35,Hospitality,40,1,LA,7989874,673328,644024,No,Yes,0.3,9307226,2792167,4,No,0,,0.65,57797.57,0.29,0.3,1,0
21957.01,0.15,82808.24,38915.92,10539.37,SUB0374,SecureEdge,Wholesaler,Silver,0.4,Retail,25,5,CA,16148342,2385550,1194473,No,No,0.48,19728365,9469615,3,No,0,,0.58,143681.18,0.27,0.48,1,0
50034.65,0.16,206300.22,66037.36,42029.11,SUB0375,Alpha Risk,Portal,Platinum,0.78,Warehousing,87,3,TX,22519048,4262708,1733245,Yes,No,0.84,28515001,23952600,7,Yes,1,,0.64,322372.23,0.2,0.84,1,0
16445.78,0.2,49052.1,17889.77,4933.74,SUB0376,Delta Insure,Wholesaler,Bronze,0.35,Restaurant Chain,31,10,FL,5157798,1847937,1058357,No,Yes,0.3,8064092,2419227,8,Yes,0,,0.59,83387.66,0.21,0.3,1,0
8156.61,0.1,53714.13,17913.81,4730.83,SUB0377,FastBind,Email,Silver,0.5,Office Space,66,3,CO,13097358,1929574,704662,No,No,0.58,15731594,9124324,4,Yes,0,,0.67,79784.55,0.22,0.58,0.99,0
14932.95,0.16,54502.7,25813.95,7466.47,SUB0378,FastBind,Email,Silver,0.5,Office Space,63,3,CO,5259663,2039789,1489412,No,No,0.5,8788864,4394432,2,No,0,,0.57,95249.6,0.27,0.5,1,0
12214.92,0.15,51251.93,20339.55,6107.46,SUB0379,FastBind,Email,Silver,0.5,Office Space,48,3,CO,5143371,1913620,1450058,No,No,0.5,8507049,4253524,10,No,0,,0.61,83806.4,0.24,0.5,1,0
11029.3,0.05,167672.65,61535.11,7389.63,SUB0380,Beta Cover,Email,Gold,0.65,Manufacturing,113,2,FL,19237739,4721026,2648788,Yes,Yes,0.67,26607553,17827060,3,Yes,1,,0.7,240237.06,0.26,0.67,1.01,0
97656.42,0.29,166724.53,68189.08,62500.11,SUB0381,Beta Cover,Email,Gold,0.65,Manufacturing,133,2,FL,20440582,4281444,3490361,Yes,Yes,0.64,28212387,18055927,1,No,1,,0.5,332570.03,0.21,0.64,1,0
16707.78,0.2,48083.64,19853.13,5513.57,SUB0382,Delta Insure,Wholesaler,Bronze,0.35,Restaurant Chain,10,10,FL,9037103,1721427,1357082,No,Yes,0.33,12115612,3998151,8,Yes,0,,0.57,84644.55,0.23,0.33,1,0
6609.12,0.16,25450.79,9327.67,2643.65,SUB0383,Delta Insure,API,Bronze,0.35,Hospitality,45,1,LA,4224051,500000,748536,No,Yes,0.4,5472587,2189034,3,No,0,,0.61,41387.58,0.23,0.4,1,0
47511.7,0.24,110961.98,42515.92,23755.85,SUB0384,SecureEdge,Wholesaler,Silver,0.4,Retail,31,5,CA,14084953,3860301,1377302,No,No,0.5,19322556,9661278,10,Yes,0,,0.55,200989.61,0.21,0.5,1,0
44884.56,0.2,114662.64,66174.32,30072.66,SUB0385,CoreTrust,Portal,Gold,0.66,Education,98,4,NJ,22129406,4252689,1558668,Yes,No,0.67,27940763,18720311,7,Yes,1,,0.51,225721.52,0.29,0.67,1,0
140201.59,0.24,289825.96,144760.08,112161.27,SUB0386,Alpha Risk,Portal,Platinum,0.78,Manufacturing,193,5,OH,42933521,7546919,2933553,Yes,No,0.8,53413993,42731194,10,Yes,1,,0.5,574787.62,0.25,0.8,0.99,0
34118.38,0.24,72071.47,34470.46,13306.17,SUB0387,Delta Insure,API,Bronze,0.35,Hospitality,24,1,LA,10624205,500000,843544,No,Yes,0.39,11967749,4667422,5,No,0,,0.51,140660.3,0.25,0.39,1,0
30511.13,0.19,87033.66,39858.4,11899.34,SUB0388,Delta Insure,Wholesaler,Bronze,0.35,Restaurant Chain,10,10,FL,10477750,2601571,792255,No,Yes,0.39,13871576,5409914,10,No,0,,0.55,157403.19,0.25,0.39,0.99,0
57906.33,0.2,162416.89,64523.29,38218.18,SUB0389,CoreTrust,Portal,Gold,0.66,Education,114,4,NJ,22914729,4275312,1893928,Yes,No,0.66,29083969,19195419,5,No,1,,0.57,284846.51,0.23,0.66,1,0
50593.22,0.1,329824.08,148985.52,40474.58,SUB0390,Alpha Risk,Portal,Platinum,0.78,Manufacturing,162,5,OH,44914803,7616874,2673058,Yes,No,0.8,55204735,44163788,7,Yes,1,,0.62,529402.82,0.28,0.8,1,0
16136,0.14,66515.16,29795.49,5002.16,SUB0391,Delta Insure,API,Bronze,0.35,Hospitality,32,1,LA,10551658,752050,541635,No,Yes,0.31,11845343,3672056,9,No,0,,0.59,112446.65,0.26,0.31,0.99,0
6630.15,0.17,20515.78,11614.88,2652.06,SUB0392,Delta Insure,API,Bronze,0.35,Hospitality,23,1,LA,2931996,1642985,348483,No,Yes,0.4,4923464,1969385,5,No,0,,0.53,38760.8,0.3,0.4,1,0
15163.46,0.19,41226.97,21671.05,5762.11,SUB0393,SecureEdge,Wholesaler,Silver,0.4,Retail,41,5,CA,7638292,2898696,1772962,No,No,0.38,12309950,4677781,1,Yes,0,,0.53,78061.47,0.28,0.38,1,0
4017.13,0.06,45976.67,16304.83,1647.02,SUB0394,Delta Insure,Wholesaler,Bronze,0.35,Restaurant Chain,36,10,FL,5011116,1444656,1467871,No,Yes,0.41,7923643,3248693,10,No,0,,0.69,66298.63,0.25,0.41,1,0
24166.45,0.1,152080.52,72455.45,17158.18,SUB0395,Beta Cover,Email,Gold,0.65,Manufacturing,133,2,FL,20082793,3932833,3438538,Yes,Yes,0.71,27454164,19492456,10,No,1,,0.61,248702.43,0.29,0.71,1,0
29569.51,0.15,119394.89,43820.97,26612.56,SUB0396,Alpha Risk,Portal,Platinum,0.78,Warehousing,71,3,TX,26302963,4207716,1621970,Yes,No,0.9,32132649,28919384,1,Yes,1,,0.62,192785.37,0.23,0.9,1,0
4798.49,0.15,19501.57,8710.7,1775.44,SUB0397,Delta Insure,API,Bronze,0.35,Hospitality,30,1,LA,3313327,500000,409425,No,Yes,0.37,4222752,1562418,2,No,0,,0.59,33010.75,0.26,0.37,1,0
17629.36,0.07,167326.55,75207.55,13045.73,SUB0398,Alpha Risk,Portal,Platinum,0.78,Manufacturing,184,5,OH,40600005,7855354,3062089,Yes,No,0.74,51517448,38122911,6,No,1,,0.64,260163.46,0.29,0.74,1,0
9758.84,0.17,31396.14,14689.81,3025.24,SUB0399,Delta Insure,Wholesaler,Bronze,0.35,Restaurant Chain,19,10,FL,6349430,1425495,1300781,No,Yes,0.31,9075706,2813468,9,No,0,,0.56,55844.79,0.26,0.31,0.99,0
4529.09,0.13,20287.74,9787.02,1766.34,SUB0400,Delta Insure,API,Bronze,0.35,Hospitality,48,1,LA,1430166,684125,792252,No,Yes,0.39,2906543,1133551,8,Yes,0,,0.59,34603.84,0.28,0.39,1,0
12031.81,0.19,34644.43,18274.34,6737.81,SUB0401,FastBind,Email,Silver,0.5,Office Space,43,3,CO,12520543,1720758,1189810,No,No,0.56,15431111,8641422,5,Yes,0,,0.53,64950.58,0.28,0.56,1,0
8412.42,0.07,79244.65,28692.78,6982.31,SUB0402,CoreTrust,Portal,Gold,0.66,Education,107,4,NJ,15205930,2542631,1732719,Yes,No,0.83,19481280,16169462,1,No,1,,0.68,116349.85,0.25,0.83,1,0
92614.49,0.21,250248.2,102020.45,83353.04,SUB0403,Alpha Risk,Portal,Platinum,0.78,Manufacturing,196,5,OH,38975601,7327861,3468963,Yes,No,0.9,49772425,44795182,7,No,1,,0.56,444883.14,0.23,0.9,1,0
3097.77,0.03,65385.12,28397.07,1455.95,SUB0404,Delta Insure,Wholesaler,Bronze,0.35,Restaurant Chain,31,10,FL,7306008,1610661,669084,No,Yes,0.47,9585753,4505303,5,No,0,,0.67,96879.95,0.29,0.47,0.99,0
79888.84,0.28,142515.5,61191.46,56721.07,SUB0405,CoreTrust,Portal,Gold,0.66,Education,109,4,NJ,17905523,4417474,2290591,Yes,No,0.71,24613588,17475647,6,No,1,,0.5,283595.79,0.22,0.71,1,0
18180.73,0.16,67984.16,26842.52,8544.94,SUB0406,FastBind,Email,Silver,0.5,Office Space,59,3,CO,14957593,888841,1109224,No,No,0.47,16955658,7969159,7,No,0,,0.6,113007.41,0.24,0.47,1,0
42551.41,0.14,163460.12,88144.2,29360.47,SUB0407,Beta Cover,Email,Gold,0.65,Manufacturing,104,2,FL,19972749,4873708,3377645,Yes,Yes,0.69,28224102,19474630,3,No,1,,0.56,294155.73,0.3,0.69,1,0
49780.71,0.18,153115.32,76907.57,41317.99,SUB0408,CoreTrust,Portal,Gold,0.66,Education,81,4,NJ,20874005,3686989,2496933,Yes,No,0.83,27057927,22458079,10,No,1,,0.55,279803.6,0.27,0.83,1,0
56619.23,0.19,157643.74,78769.02,38501.08,SUB0409,Beta Cover,Email,Gold,0.65,Manufacturing,110,2,FL,19960077,4279339,2859532,Yes,Yes,0.68,27098948,18427284,3,Yes,1,,0.54,293031.99,0.27,0.68,1,0
12187.1,0.06,132308.9,51778.82,6581.04,SUB0410,SecureEdge,Wholesaler,Silver,0.4,Retail,26,5,CA,12699321,2270804,1403241,No,No,0.54,16373366,8841617,5,No,0,,0.67,196274.82,0.26,0.54,0.99,0
131608.94,0.21,347512.2,134412.07,105287.15,SUB0411,Alpha Risk,Portal,Platinum,0.78,Manufacturing,178,5,OH,41049154,7497528,3222634,Yes,No,0.8,51769316,41415452,6,No,1,,0.57,613533.22,0.22,0.8,1,0
18234.24,0.09,120635.35,57440.88,13858.02,SUB0412,CoreTrust,Portal,Gold,0.66,Education,109,4,NJ,15760872,3855600,2369390,Yes,No,0.76,21985862,16709255,9,No,1,,0.61,196310.47,0.29,0.76,0.99,0
143223.88,0.23,319658.6,152084.86,108850.15,SUB0413,Alpha Risk,Portal,Platinum,0.78,Manufacturing,187,5,OH,44336367,7349690,2734985,Yes,No,0.76,54421042,41359991,5,Yes,1,,0.52,614967.34,0.25,0.76,1,0
44612.19,0.11,257300.55,116317.14,38366.48,SUB0414,Alpha Risk,Portal,Platinum,0.78,Warehousing,68,3,TX,29374802,5004682,2196818,Yes,No,0.86,36576302,31455619,1,Yes,1,,0.62,418229.88,0.28,0.86,1.01,0
9541.43,0.07,92078.92,30834.13,6297.35,SUB0415,Beta Cover,Email,Gold,0.65,Logistics,85,2,IL,10588380,2933567,1308906,Yes,No,0.66,14830853,9788362,4,Yes,1,,0.7,132454.48,0.23,0.66,1,0
54801.73,0.14,229538.77,103435.88,40005.26,SUB0416,Alpha Risk,Portal,Platinum,0.78,Warehousing,103,3,TX,27372679,4839281,1645967,Yes,No,0.73,33857927,24716286,5,No,1,,0.59,387776.38,0.27,0.73,1,0
65930.1,0.25,137678.14,57573.73,55381.29,SUB0417,Alpha Risk,Portal,Platinum,0.78,Warehousing,89,3,TX,24088648,5004273,2180935,Yes,No,0.84,31273856,26270039,10,No,1,,0.53,261181.97,0.22,0.84,1,0
79673.05,0.1,527072.54,167487.01,74095.94,SUB0418,Alpha Risk,Portal,Platinum,0.78,Real Estate,267,8,NY,57433079,10239547,4891577,Yes,No,0.93,72564203,67484708,10,Yes,1,,0.68,774232.6,0.22,0.93,1,0
47310.85,0.19,136581.95,66089.78,40687.33,SUB0419,Alpha Risk,Portal,Platinum,0.78,Warehousing,87,3,TX,24660638,5566647,2073112,Yes,No,0.86,32300397,27778341,5,No,1,,0.55,249982.58,0.26,0.86,1,0
67646.84,0.2,191738.08,80773.46,64264.5,SUB0420,Alpha Risk,Portal,Platinum,0.78,Real Estate,242,8,NY,58887611,10300727,4715185,Yes,No,0.95,73903523,70208346,7,No,1,,0.56,340158.38,0.24,0.95,1,0
22010.08,0.11,126740.49,57352.21,16947.76,SUB0421,Beta Cover,Email,Gold,0.65,Logistics,77,2,IL,15399710,1545901,585064,Yes,No,0.77,17530675,13498619,4,No,1,,0.61,206102.77,0.28,0.77,1,0
22168.34,0.18,71512.56,31497.49,15961.21,SUB0422,Beta Cover,Email,Gold,0.65,Logistics,69,2,IL,16551645,2180487,1135355,Yes,No,0.72,19867487,14304590,1,Yes,1,,0.57,125178.4,0.25,0.72,1,0
47395.22,0.2,130586.71,61967.74,36968.27,SUB0423,Beta Cover,Email,Gold,0.65,Logistics,67,2,IL,19722147,2363220,952392,Yes,No,0.78,23037759,17969452,5,No,1,,0.54,239949.66,0.26,0.78,1,0
33030.36,0.07,321668.18,122290.16,25433.38,SUB0424,Alpha Risk,Portal,Platinum,0.78,Real Estate,269,8,NY,55918911,10188588,5379603,Yes,No,0.77,71487102,55045068,7,No,1,,0.67,476988.7,0.26,0.77,1,0
33943.09,0.24,71836.49,36948.77,13916.67,SUB0425,Delta Insure,Wholesaler,Bronze,0.35,Restaurant Chain,12,10,FL,8492749,2198604,1253011,No,Yes,0.41,11944364,4897189,10,Yes,0,,0.5,142728.35,0.26,0.41,1,0
53503.07,0.2,140314.55,73766.21,38522.21,SUB0426,Beta Cover,Email,Gold,0.65,Logistics,54,2,IL,18806310,2940547,1005663,Yes,No,0.72,22752520,16381814,10,Yes,1,,0.52,267583.82,0.28,0.72,1,0
32887.33,0.18,102944.17,44243.53,25980.99,SUB0427,Beta Cover,Email,Gold,0.65,Logistics,75,2,IL,13376566,2287044,1314703,Yes,No,0.79,16978313,13412867,6,No,1,,0.57,180075.04,0.25,0.79,1,0
27005.8,0.22,65989.2,27439.62,19984.29,SUB0428,Beta Cover,Email,Gold,0.65,Logistics,59,2,IL,11683129,2727757,834591,Yes,No,0.74,15245477,11281652,5,No,1,,0.55,120434.62,0.23,0.74,1,0
11794.57,0.13,51268.24,24610.46,7548.52,SUB0429,Beta Cover,Email,Gold,0.65,Logistics,77,2,IL,10958423,2547992,1211758,Yes,No,0.64,14718173,9419630,4,Yes,1,,0.58,87673.27,0.28,0.64,0.99,0
20898.53,0.24,43517.54,22176.74,8150.43,SUB0430,Delta Insure,Wholesaler,Bronze,0.35,Restaurant Chain,33,10,FL,10294870,2618545,1479924,No,Yes,0.39,14393339,5613402,2,No,0,,0.5,86592.81,0.26,0.39,1,0
52135.38,0.17,176298.13,72236.68,41708.3,SUB0431,Alpha Risk,Portal,Platinum,0.78,Warehousing,89,3,TX,26550190,4114807,1915097,Yes,No,0.8,32580094,26064075,4,No,1,,0.59,300670.19,0.24,0.8,1,0
87573.97,0.21,250790.39,86852.29,71810.66,SUB0432,Alpha Risk,Portal,Platinum,0.78,Manufacturing,174,5,OH,44142272,6742616,2796255,Yes,No,0.82,53681143,44018537,10,No,1,,0.59,425216.65,0.2,0.82,1,0
5843.5,0.07,56021.39,18626.46,2746.45,SUB0433,FastBind,Email,Silver,0.5,Office Space,36,3,CO,10066578,2425887,1214130,No,No,0.47,13706595,6442099,10,No,0,,0.7,80491.35,0.23,0.47,1,0
13769.2,0.14,60421.63,26937.76,4819.22,SUB0434,Delta Insure,API,Bronze,0.35,Hospitality,24,1,LA,7881275,1760431,886031,No,Yes,0.35,10527737,3684707,3,No,0,,0.6,101128.6,0.27,0.35,1.01,0
55495.5,0.26,113028.98,42499.91,43841.44,SUB0435,CoreTrust,Portal,Gold,0.66,Education,98,4,NJ,17732924,2862487,2107308,Yes,No,0.79,22702719,17935148,10,No,1,,0.54,211024.38,0.2,0.79,1,0
129476.17,0.15,546012.06,201487.9,123002.37,SUB0436,Alpha Risk,Portal,Platinum,0.78,Real Estate,266,8,NY,61269965,10742237,5129965,Yes,No,0.95,77142167,73285058,1,No,1,,0.62,876976.13,0.23,0.95,1,0
46044.05,0.19,129716.57,71960.91,35453.92,SUB0437,CoreTrust,Portal,Gold,0.66,Education,78,4,NJ,21619676,3556133,2345237,Yes,No,0.77,27521046,21191205,8,No,1,,0.52,247721.53,0.29,0.77,1,0
86671.1,0.13,432389.05,152969.54,66736.75,SUB0438,Alpha Risk,Portal,Platinum,0.78,Real Estate,236,8,NY,58483123,10324336,5425124,Yes,No,0.77,74232583,57159088,5,No,1,,0.64,672029.7,0.23,0.77,1,0
13822.19,0.13,64981.11,27125.14,9399.09,SUB0439,CoreTrust,Portal,Gold,0.66,Education,77,4,NJ,17952417,3822009,1536830,Yes,No,0.68,23311256,15851654,4,No,1,,0.61,105928.44,0.26,0.68,1,0
47822.24,0.11,269968.42,127603.49,38257.79,SUB0440,Alpha Risk,Portal,Platinum,0.78,Real Estate,238,8,NY,62146319,10638010,4958076,Yes,No,0.8,77742405,62193924,8,Yes,1,,0.61,445394.14,0.29,0.8,1.01,0
5617.94,0.11,31989.53,11677.7,2134.82,SUB0441,Delta Insure,API,Bronze,0.35,Hospitality,25,1,LA,8456768,500000,979279,No,Yes,0.38,9936047,3775697,7,No,0,,0.65,49285.16,0.24,0.38,1,0
5275.13,0.1,35079.05,14763.42,1793.54,SUB0442,Delta Insure,API,Bronze,0.35,Hospitality,26,1,LA,4465349,1584906,200000,No,Yes,0.34,6250255,2125086,2,No,0,,0.64,55117.6,0.27,0.34,1.01,0
22217.51,0.08,187935.13,72200.21,16885.3,SUB0443,Beta Cover,Email,Gold,0.65,Manufacturing,120,2,FL,18339409,3324603,3408635,Yes,Yes,0.76,25072647,19055211,1,No,1,,0.67,282352.85,0.26,0.76,1.01,0
8375.3,0.08,75947.05,25576.82,6532.73,SUB0444,CoreTrust,Portal,Gold,0.66,Education,89,4,NJ,15975610,3701754,2165827,Yes,No,0.78,21843191,17037688,4,No,1,,0.69,109899.16,0.23,0.78,1,0
10950.19,0.11,67521.36,23492.33,7446.13,SUB0445,Beta Cover,Email,Gold,0.65,Logistics,80,2,IL,18485452,1980561,989543,Yes,No,0.68,21455556,14589778,8,No,1,,0.66,101963.88,0.23,0.68,1,0
13781.2,0.17,47042.09,20959.05,7579.66,SUB0446,FastBind,Email,Silver,0.5,Office Space,54,3,CO,10689199,1793014,1010419,No,No,0.55,13492632,7420947,2,Yes,0,,0.58,81782.34,0.26,0.55,1.01,0
43836.93,0.21,119295.75,46894.74,35507.92,SUB0447,Alpha Risk,Portal,Platinum,0.78,Manufacturing,185,5,OH,39151484,6176080,2757661,Yes,No,0.81,48085225,38949032,3,Yes,1,,0.57,210027.42,0.22,0.81,1,0
238423.19,0.28,433308.13,190105.48,207428.17,SUB0448,Alpha Risk,Portal,Platinum,0.78,Real Estate,252,8,NY,58504257,9141600,4929838,Yes,No,0.87,72575695,63140854,1,Yes,1,,0.5,861836.8,0.22,0.87,1,0
18805.06,0.09,136841.78,57263.32,13727.69,SUB0449,Beta Cover,Email,Gold,0.65,Logistics,59,2,IL,18033642,2430226,581486,Yes,No,0.73,21045354,15363108,1,Yes,1,,0.64,212910.15,0.27,0.73,1,0
37633.98,0.15,150670.27,57974.51,30859.87,SUB0450,Alpha Risk,Portal,Platinum,0.78,Manufacturing,177,5,OH,39736351,6414745,3499177,Yes,No,0.82,49650273,40713223,3,No,1,,0.61,246278.77,0.24,0.82,1,0
16231.95,0.11,90350.7,36559.07,9414.53,SUB0451,Beta Cover,Email,Gold,0.65,Manufacturing,108,2,FL,21825798,4354448,3356829,Yes,Yes,0.58,29537075,17131503,5,No,0,,0.63,143141.72,0.26,0.58,1,0
54884.23,0.22,131749.65,57713.52,48298.12,SUB0452,Alpha Risk,Portal,Platinum,0.78,Warehousing,74,3,TX,20102399,4928169,2068255,Yes,No,0.88,27098823,23846964,3,Yes,1,,0.54,244347.4,0.24,0.88,1,0
16886.87,0.2,46102.16,20683.14,7767.96,SUB0453,SecureEdge,Wholesaler,Silver,0.4,Retail,25,5,CA,7082972,2981687,1361846,No,No,0.46,11426505,5256192,1,No,0,,0.55,83672.18,0.25,0.46,1,0
10457.38,0.08,85272.75,37159.37,5019.54,SUB0454,FastBind,Email,Silver,0.5,Office Space,62,3,CO,13031499,2169227,571682,No,No,0.48,15772408,7570755,1,Yes,0,,0.64,132889.49,0.28,0.48,1,0
24439.84,0.25,51457.25,21805.68,11975.52,SUB0455,SecureEdge,Wholesaler,Silver,0.4,Retail,34,5,CA,11025904,2820566,1134805,No,No,0.49,14981275,7340824,8,No,0,,0.53,97702.77,0.22,0.49,1,0
37198.42,0.23,81639.64,43455.34,30874.69,SUB0456,CoreTrust,Portal,Gold,0.66,Education,75,4,NJ,18670447,2829400,1917190,Yes,No,0.83,23417037,19436140,10,No,1,,0.5,162293.4,0.27,0.83,1,0
49663.43,0.18,165668.71,61193.83,38737.47,SUB0457,CoreTrust,Portal,Gold,0.66,Education,110,4,NJ,17613464,3991250,2129299,Yes,No,0.78,23734013,18512530,2,Yes,1,,0.6,276525.97,0.22,0.78,1,0
153577.29,0.17,487755.07,237465.83,125933.38,SUB0458,Alpha Risk,Portal,Platinum,0.78,Real Estate,269,8,NY,64847506,9220136,5058333,Yes,No,0.82,79125975,64883299,3,No,1,,0.56,878798.19,0.27,0.82,1,0
11254.97,0.07,108586.72,51201.09,5852.59,SUB0459,SecureEdge,Wholesaler,Silver,0.4,Retail,38,5,CA,10129690,2486718,1661719,No,No,0.52,14278127,7424626,2,Yes,0,,0.63,171042.79,0.3,0.52,1,0
21804.08,0.19,68524.78,23165.74,7195.35,SUB0460,Delta Insure,Wholesaler,Bronze,0.35,Restaurant Chain,10,10,FL,8276453,1177622,1094787,No,Yes,0.33,10548862,3481124,3,No,0,,0.6,113494.6,0.2,0.33,0.99,0
14499.26,0.05,184255.84,70270.98,11599.4,SUB0461,Alpha Risk,Portal,Platinum,0.78,Manufacturing,195,5,OH,41929706,7881906,3029201,Yes,No,0.8,52840813,42272650,7,No,1,,0.68,269026.07,0.26,0.8,0.99,0
38902.79,0.23,86642.77,46256.18,31900.29,SUB0462,Alpha Risk,Portal,Platinum,0.78,Warehousing,73,3,TX,24150751,4975981,2251896,Yes,No,0.82,31378628,25730474,1,Yes,1,,0.5,171801.74,0.27,0.82,1,0
23797.17,0.26,46897.93,19916.22,14516.27,SUB0463,FastBind,Email,Silver,0.5,Office Space,43,3,CO,8027005,1989107,715958,No,No,0.61,10732070,6546562,10,No,1,,0.52,90611.32,0.22,0.61,1,0
