Submission ID,Broker Name,Channel,Broker Tier,Historical Bind Rate,Industry,Client Revenue ($M),Locations,State,Building Value ($),Contents Value ($),BI Value ($),Submission Complete,CAT Zone,Bind Propensity Score,Total Insured Value ($),Expected Value,Days to Quote,Prior Claims,Bind_Flag,submission_date
SUB0699,CoreTrust,Portal,Gold,0.66,Education,95,4,NJ,23295940,3525501,2146004,Yes,No,0.84," 2,89,67,445.00 "," 2,43,32,653.00 ",2,No,1,2024-12-07
SUB0700,Beta Cover,Email,Gold,0.65,Manufacturing,131,2,FL,13291422,4102603,3069219,Yes,Yes,0.73," 2,04,63,244.00 "," 1,49,38,168.00 ",3,Yes,1,2025-01-28
SUB0701,Alpha Risk,Portal,Platinum,0.78,Manufacturing,195,5,OH,38429983,7192734,3016759,Yes,No,0.78," 4,86,39,476.00 "," 3,79,38,791.00 ",7,No,1,2025-02-14
SUB0702,SecureEdge,Wholesaler,Silver,0.4,Retail,54,5,CA,10372121,2540848,1318189,No,No,0.53," 1,42,31,158.00 "," 75,42,513.00 ",6,Yes,0,2025-03-20
SUB0703,Alpha Risk,Portal,Platinum,0.78,Warehousing,84,3,TX,24829641,4718882,2058976,Yes,No,0.88," 3,16,07,499.00 "," 2,78,14,599.00 ",2,No,1,2025-04-19
SUB0704,Delta Insure,Wholesaler,Bronze,0.35,Restaurant Chain,10,10,FL,7410608,2666178,990431,No,Yes,0.41," 1,10,67,217.00 "," 45,37,558.00 ",6,No,0,2025-05-26
SUB0705,Alpha Risk,Portal,Platinum,0.78,Warehousing,92,3,TX,26848867,5423765,2387586,Yes,No,0.86," 3,46,60,218.00 "," 2,98,07,787.00 ",2,No,1,2025-06-15
SUB0706,Delta Insure,Wholesaler,Bronze,0.35,Restaurant Chain,10,10,FL,6674408,2036148,1475950,No,Yes,0.43," 1,01,86,506.00 "," 43,80,197.00 ",2,No,0,2025-07-16
SUB0707,Alpha Risk,Portal,Platinum,0.78,Manufacturing,169,5,OH,35257806,6702672,3167551,Yes,No,0.85," 4,51,28,029.00 "," 3,83,58,824.00 ",2,No,1,2025-08-21
SUB0708,Beta Cover,Email,Gold,0.65,Manufacturing,132,2,FL,21543872,3377459,2691406,Yes,Yes,0.6," 2,76,12,737.00 "," 1,65,67,642.00 ",3,No,0,2025-09-05
SUB0709,Alpha Risk,Portal,Platinum,0.78,Real Estate,266,8,NY,61712459,9250756,4603738,Yes,No,0.9," 7,55,66,953.00 "," 6,80,10,257.00 ",2,No,1,2024-10-03
SUB0710,Delta Insure,API,Bronze,0.35,Hospitality,15,1,LA,4499599,1647322,200000,No,Yes,0.41," 63,46,921.00 "," 26,02,237.00 ",4,No,0,2024-11-12
SUB0711,Delta Insure,Wholesaler,Bronze,0.35,Restaurant Chain,14,10,FL,12653443,2052959,862662,No,Yes,0.37," 1,55,69,064.00 "," 57,60,553.00 ",9,Yes,0,2024-12-25
SUB0712,Delta Insure,API,Bronze,0.35,Hospitality,46,1,LA,3597226,500000,569060,No,Yes,0.38," 46,66,286.00 "," 17,73,188.00 ",6,Yes,0,2025-01-20
SUB0713,Alpha Risk,Portal,Platinum,0.78,Real Estate,265,8,NY,62076838,9247838,5068542,Yes,No,0.87," 7,63,93,218.00 "," 6,64,62,099.00 ",1,No,1,2025-02-27
SUB0714,FastBind,Email,Silver,0.5,Office Space,62,3,CO,14659771,2205062,1087144,No,No,0.42," 1,79,51,977.00 "," 75,39,830.00 ",8,Yes,0,2025-03-21
SUB0715,Alpha Risk,Portal,Platinum,0.78,Real Estate,265,8,NY,62774408,9578975,5153172,Yes,No,0.81," 7,75,06,555.00 "," 6,27,80,309.00 ",7,No,1,2025-04-04
SUB0716,Beta Cover,Email,Gold,0.65,Manufacturing,120,2,FL,15274505,3600575,2673855,Yes,Yes,0.62," 2,15,48,935.00 "," 1,33,60,339.00 ",10,No,1,2025-05-21
SUB0717,Delta Insure,Wholesaler,Bronze,0.35,Restaurant Chain,31,10,FL,13963941,1185668,722673,No,Yes,0.4," 1,58,72,282.00 "," 63,48,912.00 ",3,No,0,2025-06-23
SUB0718,CoreTrust,Portal,Gold,0.66,Education,105,4,NJ,19874105,4220118,2002131,Yes,No,0.82," 2,60,96,354.00 "," 2,13,99,010.00 ",1,No,1,2025-07-16
SUB0719,Beta Cover,Email,Gold,0.65,Logistics,54,2,IL,16271640,2000625,1209470,Yes,No,0.64," 1,94,81,735.00 "," 1,24,68,310.00 ",5,No,1,2025-08-25
SUB0720,Beta Cover,Email,Gold,0.65,Manufacturing,102,2,FL,16590409,3228971,3058107,Yes,Yes,0.64," 2,28,77,487.00 "," 1,46,41,591.00 ",4,No,1,2025-09-07
SUB0721,SecureEdge,Wholesaler,Silver,0.4,Retail,44,5,CA,15871001,3478624,1474182,No,No,0.54," 2,08,23,807.00 "," 1,12,44,855.00 ",10,No,0,2024-10-13
SUB0722,Delta Insure,Wholesaler,Bronze,0.35,Restaurant Chain,22,10,FL,11261259,1662336,520429,No,Yes,0.36," 1,34,44,024.00 "," 48,39,848.00 ",8,No,0,2024-11-21
SUB0723,FastBind,Email,Silver,0.5,Office Space,72,3,CO,9916434,648257,912851,No,No,0.62," 1,14,77,542.00 "," 71,16,076.00 ",1,No,1,2024-12-10
SUB0724,CoreTrust,Portal,Gold,0.66,Education,91,4,NJ,24500384,3230404,2131910,Yes,No,0.7," 2,98,62,698.00 "," 2,09,03,888.00 ",10,Yes,1,2025-01-26
SUB0725,Delta Insure,Wholesaler,Bronze,0.35,Restaurant Chain,10,10,FL,5637243,1132947,1316998,No,Yes,0.46," 80,87,188.00 "," 37,20,106.00 ",1,No,0,2025-02-07
SUB0726,Delta Insure,API,Bronze,0.35,Hospitality,33,1,LA,6817691,932305,200000,No,Yes,0.39," 79,49,996.00 "," 31,00,498.00 ",4,No,0,2025-03-14
SUB0727,Alpha Risk,Portal,Platinum,0.78,Manufacturing,168,5,OH,41320980,7652836,3479678,Yes,No,0.89," 5,24,53,494.00 "," 4,66,83,609.00 ",8,No,1,2025-04-26
SUB0728,CoreTrust,Portal,Gold,0.66,Education,98,4,NJ,18631841,2904924,2070341,Yes,No,0.64," 2,36,07,106.00 "," 1,51,08,547.00 ",5,Yes,1,2025-05-05
SUB0729,FastBind,Email,Silver,0.5,Office Space,47,3,CO,11770154,1425725,742488,No,No,0.45," 1,39,38,367.00 "," 62,72,265.00 ",2,No,0,2025-06-03
SUB0730,Alpha Risk,Portal,Platinum,0.78,Real Estate,243,8,NY,60957134,9196804,5083829,Yes,No,0.77," 7,52,37,767.00 "," 5,79,33,080.00 ",6,Yes,1,2025-07-23
SUB0731,Alpha Risk,Portal,Platinum,0.78,Manufacturing,178,5,OH,37605994,7298611,3475998,Yes,No,0.75," 4,83,80,603.00 "," 3,62,85,452.00 ",5,Yes,1,2025-08-11
SUB0732,Alpha Risk,Portal,Platinum,0.78,Warehousing,66,3,TX,29176214,5577306,1771134,Yes,No,0.78," 3,65,24,654.00 "," 2,84,89,230.00 ",2,No,1,2025-09-11
SUB0733,CoreTrust,Portal,Gold,0.66,Education,78,4,NJ,18272428,3480579,2000035,Yes,No,0.76," 2,37,53,042.00 "," 1,80,52,311.00 ",3,No,1,2024-10-18
SUB0734,Alpha Risk,Portal,Platinum,0.78,Real Estate,259,8,NY,61514450,9862386,4931671,Yes,No,0.92," 7,63,08,507.00 "," 7,02,03,826.00 ",9,No,1,2024-11-15
SUB0735,Beta Cover,Email,Gold,0.65,Logistics,66,2,IL,13623599,1074175,1227484,Yes,No,0.62," 1,59,25,258.00 "," 98,73,659.00 ",7,No,1,2024-12-12
SUB0736,Delta Insure,API,Bronze,0.35,Hospitality,11,1,LA,2800686,500000,444860,No,Yes,0.31," 37,45,546.00 "," 11,61,119.00 ",7,No,0,2025-01-09
SUB0737,CoreTrust,Portal,Gold,0.66,Education,76,4,NJ,21141524,4359414,2216609,Yes,No,0.83," 2,77,17,547.00 "," 2,30,05,564.00 ",6,No,1,2025-02-10
SUB0738,Alpha Risk,Portal,Platinum,0.78,Manufacturing,169,5,OH,35338143,6318791,2511450,Yes,No,0.76," 4,41,68,384.00 "," 3,35,67,971.00 ",8,Yes,1,2025-03-26
SUB0739,Alpha Risk,Portal,Platinum,0.78,Warehousing,79,3,TX,28235141,5494986,2273965,Yes,No,0.8," 3,60,04,092.00 "," 2,88,03,273.00 ",4,No,1,2025-04-12
SUB0740,Alpha Risk,Portal,Platinum,0.78,Manufacturing,195,5,OH,43438864,6904416,3395073,Yes,No,0.88," 5,37,38,353.00 "," 4,72,89,750.00 ",8,No,1,2025-05-17
SUB0741,FastBind,Email,Silver,0.5,Office Space,54,3,CO,9734190,1799585,705846,No,No,0.48," 1,22,39,621.00 "," 58,75,018.00 ",4,No,0,2025-06-06
SUB0742,Delta Insure,API,Bronze,0.35,Hospitality,15,1,LA,7336472,548321,575539,No,Yes,0.4," 84,60,332.00 "," 33,84,132.00 ",8,No,0,2025-07-07
SUB0743,FastBind,Email,Silver,0.5,Office Space,72,3,CO,8295253,1348724,1367234,No,No,0.48," 1,10,11,211.00 "," 52,85,381.00 ",9,No,0,2025-08-14
SUB0744,Delta Insure,API,Bronze,0.35,Hospitality,35,1,LA,6686675,500000,974253,No,Yes,0.36," 81,60,928.00 "," 29,37,934.00 ",3,Yes,0,2025-09-13
SUB0745,Delta Insure,API,Bronze,0.35,Hospitality,42,1,LA,5124614,1448740,464178,No,Yes,0.33," 70,37,532.00 "," 23,22,385.00 ",3,No,0,2024-10-08
SUB0746,FastBind,Email,Silver,0.5,Office Space,49,3,CO,5913040,1460015,854394,No,No,0.49," 82,27,449.00 "," 40,31,450.00 ",2,No,0,2024-11-10
SUB0747,Alpha Risk,Portal,Platinum,0.78,Manufacturing,195,5,OH,41868424,7460050,2883182,Yes,No,0.83," 5,22,11,656.00 "," 4,33,35,674.00 ",10,Yes,1,2024-12-09
SUB0748,Alpha Risk,Portal,Platinum,0.78,Real Estate,254,8,NY,57215013,9068265,4629467,Yes,No,0.9," 7,09,12,745.00 "," 6,38,21,470.00 ",3,Yes,1,2025-01-18
SUB0749,FastBind,Email,Silver,0.5,Office Space,71,3,CO,5036199,1039896,603904,No,No,0.53," 66,79,999.00 "," 35,40,399.00 ",3,No,0,2025-02-27
SUB0750,SecureEdge,Wholesaler,Silver,0.4,Retail,47,5,CA,12979887,2572788,1840232,No,No,0.4," 1,73,92,907.00 "," 69,57,162.00 ",5,Yes,0,2025-03-26
SUB0751,Delta Insure,Wholesaler,Bronze,0.35,Restaurant Chain,37,10,FL,7309919,1433815,935488,No,Yes,0.42," 96,79,222.00 "," 40,65,273.00 ",5,No,0,2025-04-02
SUB0752,Alpha Risk,Portal,Platinum,0.78,Real Estate,265,8,NY,60725473,10257608,4561513,Yes,No,0.95," 7,55,44,594.00 "," 7,17,67,364.00 ",2,No,1,2025-05-05
SUB0753,CoreTrust,Portal,Gold,0.66,Education,107,4,NJ,21829372,2977257,2044651,Yes,No,0.78," 2,68,51,280.00 "," 2,09,43,998.00 ",10,Yes,1,2025-06-05
SUB0754,Delta Insure,API,Bronze,0.35,Hospitality,35,1,LA,5444894,500000,472371,No,Yes,0.33," 64,17,265.00 "," 21,17,697.00 ",6,No,0,2025-07-06
SUB0755,Delta Insure,Wholesaler,Bronze,0.35,Restaurant Chain,36,10,FL,10392602,2848084,1359471,No,Yes,0.41," 1,46,00,157.00 "," 59,86,064.00 ",5,No,0,2025-08-19
SUB0756,Delta Insure,Wholesaler,Bronze,0.35,Restaurant Chain,26,10,FL,6803806,1376820,1093807,No,Yes,0.43," 92,74,433.00 "," 39,88,006.00 ",6,No,0,2025-09-08
SUB0757,Delta Insure,Wholesaler,Bronze,0.35,Restaurant Chain,36,10,FL,6169509,2191996,583887,No,Yes,0.45," 89,45,392.00 "," 40,25,426.00 ",1,Yes,0,2024-10-16
SUB0758,Delta Insure,Wholesaler,Bronze,0.35,Restaurant Chain,13,10,FL,6452369,2839547,802997,No,Yes,0.4," 1,00,94,913.00 "," 40,37,965.00 ",5,Yes,0,2024-11-13
SUB0759,SecureEdge,Wholesaler,Silver,0.4,Retail,39,5,CA,10352151,2066214,1037194,No,No,0.49," 1,34,55,559.00 "," 65,93,223.00 ",9,No,0,2024-12-01
SUB0760,Delta Insure,API,Bronze,0.35,Hospitality,24,1,LA,1886651,1620116,267072,No,Yes,0.36," 37,73,839.00 "," 13,58,582.00 ",10,No,0,2025-01-22
SUB0761,Alpha Risk,Portal,Platinum,0.78,Warehousing,81,3,TX,21369630,4961238,1580207,Yes,No,0.73," 2,79,11,075.00 "," 2,03,75,084.00 ",2,No,1,2025-02-20
SUB0762,Beta Cover,Email,Gold,0.65,Logistics,76,2,IL,18792672,1666754,525136,Yes,No,0.72," 2,09,84,562.00 "," 1,51,08,884.00 ",1,No,1,2025-03-17
SUB0763,Delta Insure,Wholesaler,Bronze,0.35,Restaurant Chain,18,10,FL,8982487,2104037,903919,No,Yes,0.37," 1,19,90,443.00 "," 44,36,463.00 ",10,No,0,2025-04-07
SUB0764,SecureEdge,Wholesaler,Silver,0.4,Retail,58,5,CA,11957284,2206677,1245779,No,No,0.44," 1,54,09,740.00 "," 67,80,285.00 ",9,Yes,0,2025-05-25
SUB0765,Beta Cover,Email,Gold,0.65,Logistics,70,2,IL,14935926,2421948,1306675,Yes,No,0.61," 1,86,64,549.00 "," 1,13,85,374.00 ",10,No,1,2025-06-13
SUB0766,Beta Cover,Email,Gold,0.65,Manufacturing,117,2,FL,17579958,3486712,3010447,Yes,Yes,0.69," 2,40,77,117.00 "," 1,66,13,210.00 ",9,No,1,2025-07-04
SUB0767,Delta Insure,API,Bronze,0.35,Hospitality,23,1,LA,9276388,1989206,539066,No,Yes,0.4," 1,18,04,660.00 "," 47,21,864.00 ",9,No,0,2025-08-04
SUB0768,Delta Insure,API,Bronze,0.35,Hospitality,47,1,LA,7830784,849988,221340,No,Yes,0.4," 89,02,112.00 "," 35,60,844.00 ",6,No,0,2025-09-06
SUB0769,Alpha Risk,Portal,Platinum,0.78,Warehousing,69,3,TX,22292312,5920555,1837856,Yes,No,0.76," 3,00,50,723.00 "," 2,28,38,549.00 ",8,Yes,1,2024-10-28
SUB0770,Delta Insure,Wholesaler,Bronze,0.35,Restaurant Chain,10,10,FL,9906996,1134550,854470,No,Yes,0.33," 1,18,96,016.00 "," 39,25,685.00 ",1,No,0,2024-11-19
SUB0771,FastBind,Email,Silver,0.5,Office Space,66,3,CO,12524921,2235080,1124169,No,No,0.6," 1,58,84,170.00 "," 95,30,502.00 ",10,No,0,2024-12-12
SUB0772,Beta Cover,Email,Gold,0.65,Logistics,87,2,IL,12472771,1872284,865250,Yes,No,0.77," 1,52,10,305.00 "," 1,17,11,934.00 ",4,No,1,2025-01-22
SUB0773,Delta Insure,Wholesaler,Bronze,0.35,Restaurant Chain,35,10,FL,11220626,2960718,1197459,No,Yes,0.33," 1,53,78,803.00 "," 50,75,004.00 ",1,No,0,2025-02-07
SUB0774,Delta Insure,API,Bronze,0.35,Hospitality,22,1,LA,5021379,1582967,200000,No,Yes,0.23," 68,04,346.00 "," 15,64,999.00 ",8,No,0,2025-03-27
SUB0775,Alpha Risk,Portal,Platinum,0.78,Real Estate,267,8,NY,56862489,10206215,5402438,Yes,No,0.94," 7,24,71,142.00 "," 6,81,22,873.00 ",1,No,1,2025-04-10
SUB0776,Delta Insure,API,Bronze,0.35,Hospitality,21,1,LA,10379435,1197236,470659,No,Yes,0.29," 1,20,47,330.00 "," 34,93,725.00 ",3,Yes,0,2025-05-26
SUB0777,Alpha Risk,Portal,Platinum,0.78,Manufacturing,196,5,OH,35930887,7154913,2951427,Yes,No,0.93," 4,60,37,227.00 "," 4,28,14,621.00 ",4,No,1,2025-06-19
SUB0778,Alpha Risk,Portal,Platinum,0.78,Warehousing,81,3,TX,28028777,5747212,1709485,Yes,No,0.85," 3,54,85,474.00 "," 3,01,62,652.00 ",8,Yes,1,2025-07-07
SUB0779,Delta Insure,Wholesaler,Bronze,0.35,Restaurant Chain,10,10,FL,10637389,1581507,745808,No,Yes,0.45," 1,29,64,704.00 "," 58,34,116.00 ",6,Yes,0,2025-08-03
SUB0780,Beta Cover,Email,Gold,0.65,Logistics,73,2,IL,12588104,1955711,1140414,Yes,No,0.75," 1,56,84,229.00 "," 1,17,63,171.00 ",10,No,1,2025-09-13
SUB0781,SecureEdge,Wholesaler,Silver,0.4,Retail,40,5,CA,12703867,3612415,1053360,No,No,0.47," 1,73,69,642.00 "," 81,63,731.00 ",7,No,0,2024-10-13
SUB0782,FastBind,Email,Silver,0.5,Office Space,39,3,CO,8042277,1526166,546843,No,No,0.46," 1,01,15,286.00 "," 46,53,031.00 ",8,No,0,2024-11-18
SUB0783,Alpha Risk,Portal,Platinum,0.78,Warehousing,76,3,TX,22755503,5169198,2349650,Yes,No,0.87," 3,02,74,351.00 "," 2,63,38,685.00 ",2,Yes,1,2024-12-28
SUB0784,Beta Cover,Email,Gold,0.65,Logistics,70,2,IL,12603861,2940479,878897,Yes,No,0.63," 1,64,23,237.00 "," 1,03,46,639.00 ",10,No,1,2025-01-26
SUB0785,FastBind,Email,Silver,0.5,Office Space,35,3,CO,14110641,1866287,1418926,No,No,0.42," 1,73,95,854.00 "," 73,06,258.00 ",8,Yes,0,2025-02-20
SUB0786,Delta Insure,Wholesaler,Bronze,0.35,Restaurant Chain,16,10,FL,10686141,1430079,764166,No,Yes,0.36," 1,28,80,386.00 "," 46,36,938.00 ",3,Yes,0,2025-03-28
SUB0787,Alpha Risk,Portal,Platinum,0.78,Manufacturing,178,5,OH,35643942,6516170,2662018,Yes,No,0.82," 4,48,22,130.00 "," 3,67,54,146.00 ",7,No,1,2025-04-08
SUB0788,Alpha Risk,Portal,Platinum,0.78,Manufacturing,171,5,OH,39975161,7657647,2981928,Yes,No,0.87," 5,06,14,736.00 "," 4,40,34,820.00 ",3,Yes,1,2025-05-09
SUB0789,Alpha Risk,Portal,Platinum,0.78,Manufacturing,185,5,OH,43803693,6296603,3114149,Yes,No,0.76," 5,32,14,445.00 "," 4,04,42,978.00 ",7,No,1,2025-06-07
SUB0790,FastBind,Email,Silver,0.5,Office Space,39,3,CO,11616813,1513381,1202184,No,No,0.59," 1,43,32,378.00 "," 84,56,103.00 ",2,Yes,0,2025-07-01
SUB0791,Alpha Risk,Portal,Platinum,0.78,Warehousing,96,3,TX,27884534,5062734,2395335,Yes,No,0.76," 3,53,42,603.00 "," 2,68,60,378.00 ",10,Yes,1,2025-08-03
SUB0792,FastBind,Email,Silver,0.5,Office Space,67,3,CO,10398737,1080559,1463671,No,No,0.61," 1,29,42,967.00 "," 78,95,209.00 ",6,Yes,1,2025-09-13
SUB0793,Alpha Risk,Portal,Platinum,0.78,Manufacturing,162,5,OH,44636433,7590288,2658694,Yes,No,0.76," 5,48,85,415.00 "," 4,17,12,915.00 ",3,No,1,2024-10-28
SUB0794,Alpha Risk,Portal,Platinum,0.78,Warehousing,97,3,TX,26433441,5818976,1584178,Yes,No,0.82," 3,38,36,595.00 "," 2,77,46,007.00 ",3,No,1,2024-11-25
SUB0795,SecureEdge,Wholesaler,Silver,0.4,Retail,36,5,CA,9757874,2818990,1799454,No,No,0.43," 1,43,76,318.00 "," 61,81,816.00 ",9,No,0,2024-12-28
SUB0796,Delta Insure,API,Bronze,0.35,Hospitality,46,1,LA,8469882,1389217,750922,No,Yes,0.3," 1,06,10,021.00 "," 31,83,006.00 ",7,No,0,2025-01-17
SUB0797,Beta Cover,Email,Gold,0.65,Logistics,69,2,IL,19522421,2759330,671099,Yes,No,0.7," 2,29,52,850.00 "," 1,60,66,994.00 ",5,No,1,2025-02-25
SUB0798,Alpha Risk,Portal,Platinum,0.78,Real Estate,256,8,NY,60355633,10682613,5137441,Yes,No,0.93," 7,61,75,687.00 "," 7,08,43,388.00 ",10,Yes,1,2025-03-24
SUB0799,Delta Insure,Wholesaler,Bronze,0.35,Restaurant Chain,30,10,FL,11639072,2382303,1206764,No,Yes,0.38," 1,52,28,139.00 "," 57,86,692.00 ",7,No,0,2025-04-01
SUB0800,CoreTrust,Portal,Gold,0.66,Education,106,4,NJ,19109060,4212429,1662079,Yes,No,0.69," 2,49,83,568.00 "," 1,72,38,661.00 ",9,No,1,2025-05-06
SUB0801,SecureEdge,Wholesaler,Silver,0.4,Retail,59,5,CA,12165305,3071112,1345885,No,No,0.43," 1,65,82,302.00 "," 71,30,389.00 ",1,No,0,2025-06-21
SUB0802,Delta Insure,API,Bronze,0.35,Hospitality,33,1,LA,4893353,1495878,523705,No,Yes,0.26," 69,12,936.00 "," 17,97,363.00 ",7,No,0,2025-07-06
SUB0803,Beta Cover,Email,Gold,0.65,Logistics,58,2,IL,11679311,2815301,1161873,Yes,No,0.74," 1,56,56,485.00 "," 1,15,85,798.00 ",6,No,1,2025-08-26
SUB0804,FastBind,Email,Silver,0.5,Office Space,69,3,CO,10773459,2160554,1081863,No,No,0.49," 1,40,15,876.00 "," 68,67,779.00 ",10,No,0,2025-09-12
SUB0805,Alpha Risk,Portal,Platinum,0.78,Manufacturing,184,5,OH,43187245,6303163,3322539,Yes,No,0.74," 5,28,12,947.00 "," 3,90,81,580.00 ",9,Yes,1,2024-10-13
SUB0806,CoreTrust,Portal,Gold,0.66,Education,111,4,NJ,16123321,3092929,1536045,Yes,No,0.67," 2,07,52,295.00 "," 1,39,04,037.00 ",1,No,1,2024-11-13
SUB0807,CoreTrust,Portal,Gold,0.66,Education,103,4,NJ,18303531,4445923,1509710,Yes,No,0.76," 2,42,59,164.00 "," 1,84,36,964.00 ",4,No,1,2024-12-15
SUB0808,Alpha Risk,Portal,Platinum,0.78,Manufacturing,187,5,OH,38382367,6396326,3337973,Yes,No,0.94," 4,81,16,666.00 "," 4,52,29,666.00 ",9,No,1,2025-01-21
SUB0809,FastBind,Email,Silver,0.5,Office Space,52,3,CO,6043267,1481083,1186409,No,No,0.59," 87,10,759.00 "," 51,39,347.00 ",4,No,0,2025-02-16
SUB0810,Alpha Risk,Portal,Platinum,0.78,Warehousing,78,3,TX,24597260,5468276,1967469,Yes,No,0.82," 3,20,33,005.00 "," 2,62,67,064.00 ",10,No,1,2025-03-22
SUB0811,Delta Insure,Wholesaler,Bronze,0.35,Restaurant Chain,27,10,FL,4082327,2761658,1496918,No,Yes,0.33," 83,40,903.00 "," 27,52,497.00 ",3,No,0,2025-04-21
SUB0812,Beta Cover,Email,Gold,0.65,Logistics,68,2,IL,15652470,2358388,830156,Yes,No,0.63," 1,88,41,014.00 "," 1,18,69,838.00 ",9,No,1,2025-05-11
SUB0813,FastBind,Email,Silver,0.5,Office Space,64,3,CO,11946862,1765617,1055542,No,No,0.5," 1,47,68,021.00 "," 73,84,010.00 ",2,No,0,2025-06-28
SUB0814,Alpha Risk,Portal,Platinum,0.78,Warehousing,103,3,TX,21523640,5939117,1685890,Yes,No,0.91," 2,91,48,647.00 "," 2,65,25,268.00 ",4,No,1,2025-07-05
SUB0815,FastBind,Email,Silver,0.5,Office Space,69,3,CO,12817315,1142737,941018,No,No,0.43," 1,49,01,070.00 "," 64,07,460.00 ",6,Yes,0,2025-08-04
SUB0816,Beta Cover,Email,Gold,0.65,Manufacturing,108,2,FL,15824560,3668133,3189759,Yes,Yes,0.59," 2,26,82,452.00 "," 1,33,82,646.00 ",2,No,0,2025-09-03
SUB0817,Delta Insure,Wholesaler,Bronze,0.35,Restaurant Chain,10,10,FL,9729710,2054600,829796,No,Yes,0.34," 1,26,14,106.00 "," 42,88,796.00 ",8,Yes,0,2024-10-19
SUB0818,Beta Cover,Email,Gold,0.65,Logistics,57,2,IL,13685062,1563698,924736,Yes,No,0.73," 1,61,73,496.00 "," 1,18,06,652.00 ",8,No,1,2024-11-20
SUB0819,CoreTrust,Portal,Gold,0.66,Education,92,4,NJ,18482972,3178799,1604509,Yes,No,0.78," 2,32,66,280.00 "," 1,81,47,698.00 ",1,No,1,2024-12-25
SUB0820,Alpha Risk,Portal,Platinum,0.78,Real Estate,248,8,NY,55459721,10895324,4635895,Yes,No,0.95," 7,09,90,940.00 "," 6,74,41,393.00 ",3,Yes,1,2025-01-18
SUB0821,Beta Cover,Email,Gold,0.65,Logistics,52,2,IL,14038931,1022942,1441487,Yes,No,0.74," 1,65,03,360.00 "," 1,22,12,486.00 ",10,No,1,2025-02-15
SUB0822,Alpha Risk,Portal,Platinum,0.78,Manufacturing,165,5,OH,41944952,6315100,2890848,Yes,No,0.78," 5,11,50,900.00 "," 3,98,97,702.00 ",9,Yes,1,2025-03-09
SUB0823,Delta Insure,Wholesaler,Bronze,0.35,Restaurant Chain,26,10,FL,12899326,2193397,1152924,No,Yes,0.43," 1,62,45,647.00 "," 69,85,628.00 ",5,Yes,0,2025-04-17
SUB0824,CoreTrust,Portal,Gold,0.66,Education,103,4,NJ,18122289,4162613,1580409,Yes,No,0.68," 2,38,65,311.00 "," 1,62,28,411.00 ",6,No,1,2025-05-14
SUB0825,Delta Insure,API,Bronze,0.35,Hospitality,23,1,LA,4983146,1478757,542460,No,Yes,0.27," 70,04,363.00 "," 18,91,178.00 ",4,No,0,2025-06-15
SUB0826,Alpha Risk,Portal,Platinum,0.78,Manufacturing,174,5,OH,42785931,7671337,2510610,Yes,No,0.74," 5,29,67,878.00 "," 3,91,96,229.00 ",10,No,1,2025-07-01
SUB0827,Beta Cover,Email,Gold,0.65,Logistics,85,2,IL,14380725,2884359,1303419,Yes,No,0.76," 1,85,68,503.00 "," 1,41,12,062.00 ",2,No,1,2025-08-21
SUB0828,Alpha Risk,Portal,Platinum,0.78,Real Estate,262,8,NY,57085481,10484324,5381830,Yes,No,0.82," 7,29,51,635.00 "," 5,98,20,340.00 ",8,No,1,2025-09-22
SUB0829,CoreTrust,Portal,Gold,0.66,Education,81,4,NJ,23785647,4041064,1971610,Yes,No,0.66," 2,97,98,321.00 "," 1,96,66,891.00 ",6,No,1,2024-10-22
SUB0830,Delta Insure,API,Bronze,0.35,Hospitality,24,1,LA,10069651,1817037,748271,No,Yes,0.36," 1,26,34,959.00 "," 45,48,585.00 ",5,Yes,0,2024-11-03
SUB0831,Beta Cover,Email,Gold,0.65,Logistics,71,2,IL,11867839,1578584,960901,Yes,No,0.7," 1,44,07,324.00 "," 1,00,85,126.00 ",9,No,1,2024-12-16
SUB0832,CoreTrust,Portal,Gold,0.66,Education,82,4,NJ,24888200,4049749,1527441,Yes,No,0.68," 3,04,65,390.00 "," 2,07,16,465.00 ",1,No,1,2025-01-23
SUB0833,Delta Insure,Wholesaler,Bronze,0.35,Restaurant Chain,38,10,FL,8020461,1354879,810632,No,Yes,0.43," 1,01,85,972.00 "," 43,79,967.00 ",5,No,0,2025-02-25
SUB0834,Delta Insure,API,Bronze,0.35,Hospitality,43,1,LA,8644824,500000,248752,No,Yes,0.24," 93,93,576.00 "," 22,54,458.00 ",6,Yes,0,2025-03-11
SUB0835,Beta Cover,Email,Gold,0.65,Logistics,77,2,IL,10745232,2284425,1177897,Yes,No,0.67," 1,42,07,554.00 "," 95,19,061.00 ",5,No,1,2025-04-12
SUB0836,Alpha Risk,Portal,Platinum,0.78,Real Estate,269,8,NY,64491080,9740459,5286290,Yes,No,0.92," 7,95,17,829.00 "," 7,31,56,402.00 ",6,No,1,2025-05-10
SUB0837,FastBind,Email,Silver,0.5,Office Space,72,3,CO,11172228,1722782,936888,No,No,0.43," 1,38,31,898.00 "," 59,47,716.00 ",6,No,0,2025-06-16
SUB0838,Delta Insure,Wholesaler,Bronze,0.35,Restaurant Chain,15,10,FL,13189296,1753036,697059,No,Yes,0.37," 1,56,39,391.00 "," 57,86,574.00 ",7,Yes,0,2025-07-08
